error,mean_X,deletion,svt_X,knn_X,em_X
er1,8700.955317352838,,13674.979220714207,7289.340809599771,13943.11925117655
er2,93.27521849453345,,116.908230664233,85.37388798720602,111.32094414953218
time,0.2737238645553589,,251.18638243675233,908.4204416751861,574.9883104085923
