,mean_X,deletion,svt_X,knn_X,em_X
er1,4496.695474123795,8.923460653955682e-18,5194.363916712982,2435.2448722113913,2990.8542825002014
er2,67.05244720040432,2.406025165267564e-09,72.036114152086,49.339025430642025,54.681863307635446
time,0.2750710964202881,0.00849764347076416,119.77339468002319,403.6786027431488,67.93035850524902
